epoch,train_loss,train_acc,train_prec,train_rec,train_f1,train_auc,train_ap,val_loss,val_acc,val_prec,val_rec,val_f1,val_auc,val_ap,epoch_time
1,0.19651703158630598,0.9225325534945654,0.9055348975569851,0.9433579639547158,0.9240595548093024,0.974690327834191,0.9697727921540268,0.11986184431107964,0.9568968173275411,0.9456453305351522,0.9697174654902081,0.9575301296256945,0.9898422039940619,0.987843365778639,19.78771138191223
2,0.10715060263001251,0.9626737992753848,0.9537220129585202,0.9724789122497797,0.9630091374297046,0.9916511281080567,0.9899094648638691,0.0932625943985511,0.9664633207012355,0.9599878751136708,0.9736526577919882,0.9667719828441473,0.9936896931973875,0.9924759062177306,19.823339462280273
3,0.08761580363690942,0.9699141454804446,0.9631365436930273,0.9771835869028366,0.9701092181671346,0.9943203635709486,0.993205881945289,0.08373200960867987,0.9704994300150969,0.957934418382001,0.9843514618624527,0.9709632909281133,0.9952126074617951,0.9945433950754686,20.12700629234314
4,0.07791978692513193,0.9732401371814325,0.9674890552289983,0.9793490155821769,0.9733829105060164,0.9954468607138123,0.9946592239742625,0.07667455831029284,0.9735342144991835,0.9724871944299605,0.9747594306268639,0.9736219867956395,0.995819786081197,0.9951415867077638,19.82660460472107
5,0.07228934804808834,0.9752684405289072,0.9700159373539395,0.9808171684792609,0.9753866511803948,0.996053785486045,0.9953979291328752,0.0735266206595372,0.9740733894075237,0.9683551992225462,0.980293294801242,0.9742876785577879,0.9959627593797351,0.995205208608287,19.67660093307495
6,0.06897366693434354,0.976308720156071,0.9712938100960387,0.9815919193484345,0.9764157123260223,0.9964449758791748,0.995886011890937,0.07007267009320221,0.9749822842530117,0.9683266147364592,0.9821994035724168,0.9752136752136752,0.996391513154816,0.9957575901010339,19.536377429962158
7,0.06653179594284683,0.9771593301953984,0.9723633700083218,0.9822000987807358,0.9772569817491205,0.996667492285685,0.9961609984047208,0.06918537261800503,0.9755830791508765,0.9745705521472393,0.9767577704676115,0.9756629354952631,0.9965782354824804,0.9960183965113819,19.67193055152893
8,0.06426952801065436,0.9780176818505558,0.9733853286504299,0.9828760689140899,0.9781076767692344,0.9968868559669636,0.996402918397999,0.06819627533747455,0.9754598391718273,0.9716699194925592,0.979586189934516,0.9756119965094383,0.9966053026876124,0.9961269524038554,19.536656379699707
9,0.0626428244361463,0.9784812110983805,0.9741366735251666,0.9830290822107516,0.9785626764792931,0.9970427016001455,0.9966086116234203,0.06724397893848381,0.9763379240225529,0.9725534445427099,0.9804470132505303,0.9764842769221348,0.9967319135882106,0.9962920856796332,19.297787189483643
10,0.06136775560540513,0.9789911900411854,0.9747034692988266,0.9834745639605265,0.9790693728331836,0.9971424389865484,0.9967527860124057,0.06479265628837225,0.9772776288628031,0.974250106909402,0.980569988009961,0.9773998314563702,0.9969163197210051,0.9965174062024293,19.57976007461548
11,0.06003884093696644,0.979394721766327,0.9751210353949343,0.9838600025179404,0.9794710267957428,0.997272975917408,0.9969123559767883,0.06497567485812611,0.9774624888313769,0.9771149474718929,0.9779260306822025,0.9775203208309645,0.9970706456968166,0.9967547594931822,19.297616004943848
12,0.058966233786666024,0.9798127690211501,0.9756434282378783,0.984164092234091,0.9798852375713408,0.9973598737635695,0.9970119982042696,0.06500633923322197,0.9772930338601843,0.9688660727766873,0.9863805453930581,0.9775448645684166,0.9970031713330667,0.9966052504609823,19.555091857910156
13,0.05794737916744216,0.9801330783761186,0.9761047312286444,0.9843326005481362,0.9802013998854324,0.9974606678693527,0.9971331005811319,0.0659174536479505,0.9767076439597006,0.9670511700749932,0.9871491376394995,0.9769968051118211,0.9970130531316714,0.9966763532308885,19.319058418273926
14,0.05689793559914033,0.9804524200291085,0.9765809177421307,0.9844836769676251,0.9805163739621593,0.9975383845410379,0.9972031672525283,0.06269047003034062,0.9781094987213852,0.9733974554087782,0.9831832016478618,0.9782658570532724,0.9971052324665641,0.9967926845972686,19.38801908493042
15,0.05624023288001277,0.9806962809277553,0.9768669837152327,0.9846812384392644,0.9807585461841192,0.9976060404273395,0.9972974446625458,0.06523144884606985,0.9773854638444711,0.9795867947253019,0.975189842284871,0.977383373390029,0.997091544609217,0.9965906735981638,19.40507411956787
16,0.055356301743686644,0.9811501331557922,0.9774634513883282,0.9849814544010691,0.9812080523963375,0.9976841759214952,0.997393314511998,0.06173691228325442,0.9784484086637705,0.9745411305567413,0.9826605589202816,0.978584003061615,0.9971829408044505,0.9967879547436721,19.33595085144043
17,0.05480071629290093,0.9811685194933887,0.9775119994310242,0.9849678962608586,0.981225784542241,0.9977173419984221,0.9974180356593664,0.06583918881873915,0.9769233139230367,0.9771490081500845,0.9767885141574691,0.9769687278988961,0.9969688645950759,0.9965753412110941,19.24652338027954
18,0.05441802998736257,0.9814704425107609,0.9779956272005815,0.985076361382543,0.9815232243073622,0.9977470700220064,0.9974741435833681,0.060806920634597306,0.9785716486428198,0.9769607843137255,0.9803547821809574,0.9786548406402014,0.9972576708384826,0.9969438374171423,19.266836643218994
19,0.05399817563298169,0.9815430201591676,0.9782636297179793,0.9849427168576105,0.9815918117197415,0.9977951056310845,0.9975237899640339,0.06431778279815133,0.9780478787318606,0.9788754080187226,0.9772804131951917,0.9780772603498408,0.9971843514050966,0.996821349217722,19.218456029891968
20,0.05355574814727278,0.9816301133372558,0.9783023513480241,0.9850802351368888,0.9816795941194808,0.9978288598533296,0.9975850580708525,0.06221465100570926,0.978802723603537,0.9749641691824474,0.9829372521290005,0.9789344764237599,0.99705543237834,0.9966862694618942,19.32218313217163
21,0.05271770845251753,0.9818517170903911,0.9784756588956441,0.9853513979410996,0.9819014917710366,0.9978817943909579,0.9976024084317627,0.06128589283880286,0.979002988569492,0.9781221233507211,0.9800166015925231,0.979068446027919,0.9972824152039231,0.996975032592107,19.157845735549927
22,0.05297111811179994,0.9819484872882668,0.9786510002173758,0.9853649560813101,0.9819965023761452,0.9978664711892455,0.9976031594621282,0.06043406681516978,0.9790337985642542,0.9754103362011105,0.9829372521290005,0.9791593293009724,0.9972940626264862,0.997045963711897,19.421911001205444
23,0.05222768230901578,0.9821362214721456,0.9787878613016959,0.9856051288507539,0.9821846656874345,0.9979346560673396,0.9976809323661022,0.06071089495589414,0.9793727085066396,0.977026613643316,0.9819227103636978,0.9794685434779276,0.9972777225361609,0.9970046430673967,19.480473279953003
24,0.05213482928964659,0.9822320239680427,0.9788213663411276,0.9857658896561075,0.9822813540708688,0.9979364649264983,0.9976988995508554,0.060344076077417125,0.9790337985642542,0.9751783862901751,0.9831832016478618,0.979164434102356,0.9973453701398961,0.9970549731506562,19.223994731903076
25,0.051763662976157906,0.9823549221193447,0.9790789344588706,0.9857465208843781,0.9824014145270851,0.9979479612393246,0.9977083889383982,0.06163778147242201,0.9788335335982993,0.9778800429513729,0.9799243705229501,0.9789011393998954,0.9972801607109656,0.9970279957553391,19.399417400360107
26,0.05166277846984783,0.9823452450995572,0.97919468898831,0.9856051288507539,0.9823894514319913,0.9979719626962968,0.9977528433491635,0.05931628185991696,0.9793881135040207,0.9755145601463637,0.9835521259261537,0.9795168549646367,0.99743750628345,0.9972007497221131,19.376635551452637
27,0.05149225779283661,0.9823597606292386,0.9792137317913291,0.9856148132366186,0.9824038456897675,0.9979926171488598,0.9977613434531787,0.057652066894403595,0.9799580984071232,0.9783394607843138,0.9817382482245519,0.9800359077447174,0.9975533084328652,0.9973414335496669,19.456587553024292
28,0.051160879189599676,0.9824778202706469,0.9794104514380735,0.9856496770257314,0.9825201592077839,0.9980136825727163,0.9977802326444419,0.05877070692111188,0.9794651384909264,0.9760698370062878,0.9831217142681464,0.9795830844399516,0.9974561269713879,0.9972225276469937,19.261064529418945
29,0.05084979529813146,0.982664586752547,0.9796746480743947,0.9857542683930699,0.9827050552522992,0.9980416123264919,0.9978110214020861,0.05934383872691102,0.9794343284961642,0.9798178685700222,0.9791250345866511,0.979471329058449,0.9975163157631597,0.9973588797872912,19.286728858947754
30,0.05046979427603343,0.982664586752547,0.9795177314790761,0.9859189029527693,0.9827078933244786,0.998070058240854,0.9978430534392155,0.059124748523193084,0.9795883784699757,0.9766866291860181,0.9827220462999969,0.979695042525477,0.9974826222472535,0.9972689050822117,19.286654472351074
31,0.05066499498743359,0.9826616836466108,0.9796265215148552,0.9857988165680474,0.982702977188628,0.998073938239433,0.9978735102725305,0.06091658980768966,0.9788797485904427,0.9795001231223837,0.978325698650352,0.9789125586403138,0.9974615372798554,0.9972654564377263,19.093657970428467
32,0.05001939766463252,0.9828407085126808,0.9799643802647413,0.9858104378310849,0.982878716193382,0.9981161657210532,0.9979163078192524,0.05974049734201018,0.9793264935144961,0.9718280025418343,0.9873643434685031,0.9795345716289993,0.9975200942933564,0.997331951709526,19.826496124267578
33,0.05015991657968646,0.9828939321215124,0.9798076219875982,0.9860835375124687,0.9829355621263504,0.9980984853869322,0.9978848992695653,0.05994347644251163,0.9794343284961642,0.9776137686041526,0.9814308113259753,0.9795185713628204,0.997374479203702,0.9971136377764737,19.231536388397217
34,0.050201291050494395,0.9828223221750844,0.9797567265868586,0.9859905674081678,0.982863762519609,0.9980879871493882,0.997872369667963,0.061244996293909906,0.9794959484856888,0.9753458889498385,0.9839517938943032,0.9796299413844294,0.9973733951485622,0.9971929288420749,19.235748291015625
35,0.049545470975734265,0.9830119917629208,0.9800229453162296,0.9860990325298521,0.9830516001780282,0.9981474879025682,0.9979547184035865,0.058144368451294,0.9799889084018856,0.9730368395540475,0.9874258308482184,0.9801785305561914,0.9975562369005596,0.9973827392319595,19.369335651397705
36,0.04970949495865337,0.9829665097699192,0.980063649998171,0.9859634511277467,0.983004698280773,0.9981347329853563,0.9979338254101138,0.06151123407964162,0.9785254336506762,0.9820693072373107,0.9749438927660098,0.9784936283131229,0.9975035297029956,0.9973076302298454,19.165369510650635
37,0.04960520304610317,0.9829974762332394,0.9799447614831638,0.9861513282135214,0.9830382484119476,0.9981376578054475,0.9979294120095774,0.05879301784604084,0.9800967433835536,0.9785506358204382,0.9817997356042673,0.9801724931708664,0.9974724309898257,0.9972346373277161,19.071404457092285
38,0.049768363141767046,0.9829800575976217,0.9800327653618917,0.9860234943201077,0.9830190027284681,0.9981245395015932,0.9979201047097394,0.06287806510455965,0.978494623655914,0.9691936699321778,0.9885018599932364,0.9787525493896685,0.9974528952150621,0.9972520856989407,19.146167993545532
39,0.0495955132735859,0.9830903756232001,0.9801110715420079,0.9861668232309048,0.9831296221205275,0.9981343248009309,0.9979358236755644,0.05954964673073273,0.9792186585328281,0.9764073100666218,0.9822608909521321,0.9793253536452666,0.9975236834461444,0.9973511566914863,18.992074012756348
40,0.049683365221732674,0.9830042501470907,0.9801501877346683,0.9859498929875362,0.9830414862235612,0.9981314241505537,0.997922161258865,0.06021815001612573,0.9795421634778322,0.975667022411953,0.983705844375442,0.9796699427451702,0.997502039364493,0.9973168964223236,19.16683292388916
41,0.04908680690912813,0.9831532762518193,0.9801911963439378,0.9862113714058823,0.9831920684404994,0.9981820288007817,0.9979791565437889,0.05747163596409043,0.9796345934621191,0.9793836605524319,0.9799858579026655,0.9796846666871561,0.99766841714771,0.9975096455863582,20.09121036529541
42,0.048874335840008616,0.983182307311182,0.9803402806660813,0.9861145275472356,0.983218926432291,0.9981944282986482,0.998011731542326,0.061119615166323395,0.9788489385956805,0.9795874384236454,0.9781719802010638,0.9788791976248712,0.9974244026957512,0.997227907461107,19.136061429977417
43,0.049238713139897826,0.9831435992320318,0.9802629298892136,0.9861164644244085,0.9831809847316673,0.9981587777193206,0.9979536690016598,0.05946778940168891,0.9789721785747296,0.9759591886608016,0.9822301472622744,0.9790846268176455,0.9975144651804143,0.9972990177982418,19.11062526702881
44,0.04915786575509393,0.9832161768804385,0.9801918261207662,0.986339205299296,0.9832559073514137,0.9981764808727982,0.9979992478113656,0.058778766000012715,0.9801583633730783,0.9785532644995251,0.9819227103636978,0.980235091919099,0.9974681408083853,0.9972668890263809,18.98986554145813
45,0.04893500313860258,0.9831474700399467,0.9803074707221172,0.9860777268809499,0.9831841325416728,0.9981928291625617,0.9980035106476051,0.058610939970753326,0.9794651384909264,0.9775858901341172,0.9815230423955483,0.9795505100866765,0.9975424892398201,0.9973728913155996,19.174128770828247
46,0.04844459061016831,0.9834735856067879,0.9805643743730832,0.9864747867014013,0.9835107009545216,0.9982197771389905,0.9980169672297806,0.0586279454369714,0.9800967433835536,0.97796480489671,0.9824146094014203,0.9801846569123647,0.9975571083214163,0.9973961234098707,18.90709137916565
47,0.04879701920794697,0.9833381073297619,0.9805221189007658,0.9862423614406493,0.9833739216417118,0.9981885976477513,0.9979915159807773,0.059588128642186405,0.9792032535354469,0.9786005956218722,0.9799243705229501,0.9792620357000215,0.9974857453132874,0.997299847066611,19.02153182029724
48,0.048784430682614864,0.9832916576347815,0.9803482563120254,0.9863295209134313,0.9833297931913415,0.9982032192141803,0.9980085887675939,0.06004942318527248,0.9790800135563977,0.975644742865863,0.9827835336797123,0.9792011272437665,0.9974758692102436,0.9973269433447345,19.108877420425415
49,0.04866865052186126,0.9833003669525904,0.9803911376028094,0.9863024046330102,0.9833378874059456,0.9982085376544272,0.9980081347307002,0.0597903805044223,0.9799118834149798,0.9793656155003532,0.980569988009961,0.9799674317141365,0.9974615804711944,0.9972568281106029,19.122721910476685
50,0.048721002720189366,0.9833361719258044,0.9803832863289409,0.9863837534742734,0.9833743664011585,0.998202740732502,0.9980070670712917,0.061767013934184246,0.9784792186585328,0.9812329953005194,0.9757124850124512,0.9784649535231459,0.9974754211594326,0.9972481430083924,18.980515241622925
51,0.04840511050206296,0.9834522961632552,0.9805209931636734,0.9864767235785743,0.983489841907995,0.9982299870124602,0.9980328634116934,0.06078057406162183,0.9787873186061559,0.9781420765027322,0.9795554462446583,0.9788482511789374,0.9973596360967006,0.9971456488735351,19.769311904907227
